source_code,target_system,target_code
01654,http://hl7.org/fhir/sid/icd-10,A18.15
01655,http://hl7.org/fhir/sid/icd-10,A18.14
01655,http://hl7.org/fhir/sid/icd-10,A18.15
01656,http://hl7.org/fhir/sid/icd-10,A18.14
01656,http://hl7.org/fhir/sid/icd-10,A18.15
01660,http://hl7.org/fhir/sid/icd-10,A18.17
01661,http://hl7.org/fhir/sid/icd-10,A18.17
01662,http://hl7.org/fhir/sid/icd-10,A18.17
01663,http://hl7.org/fhir/sid/icd-10,A18.17
01664,http://hl7.org/fhir/sid/icd-10,A18.17
01665,http://hl7.org/fhir/sid/icd-10,A18.17
01666,http://hl7.org/fhir/sid/icd-10,A18.17
01670,http://hl7.org/fhir/sid/icd-10,A18.16
01670,http://hl7.org/fhir/sid/icd-10,A18.17
01670,http://hl7.org/fhir/sid/icd-10,A18.18
01671,http://hl7.org/fhir/sid/icd-10,A18.16
01671,http://hl7.org/fhir/sid/icd-10,A18.17
01671,http://hl7.org/fhir/sid/icd-10,A18.18
01672,http://hl7.org/fhir/sid/icd-10,A18.16
01672,http://hl7.org/fhir/sid/icd-10,A18.17
01672,http://hl7.org/fhir/sid/icd-10,A18.18
01673,http://hl7.org/fhir/sid/icd-10,A18.16
01673,http://hl7.org/fhir/sid/icd-10,A18.17
01673,http://hl7.org/fhir/sid/icd-10,A18.18
01674,http://hl7.org/fhir/sid/icd-10,A18.16
01674,http://hl7.org/fhir/sid/icd-10,A18.17
01674,http://hl7.org/fhir/sid/icd-10,A18.18
01675,http://hl7.org/fhir/sid/icd-10,A18.16
01675,http://hl7.org/fhir/sid/icd-10,A18.17
01675,http://hl7.org/fhir/sid/icd-10,A18.18
01676,http://hl7.org/fhir/sid/icd-10,A18.16
01676,http://hl7.org/fhir/sid/icd-10,A18.17
01676,http://hl7.org/fhir/sid/icd-10,A18.18
01690,http://hl7.org/fhir/sid/icd-10,A18.10
01691,http://hl7.org/fhir/sid/icd-10,A18.10
01692,http://hl7.org/fhir/sid/icd-10,A18.10
01693,http://hl7.org/fhir/sid/icd-10,A18.10
01694,http://hl7.org/fhir/sid/icd-10,A18.10
01695,http://hl7.org/fhir/sid/icd-10,A18.10
01696,http://hl7.org/fhir/sid/icd-10,A18.10
01700,http://hl7.org/fhir/sid/icd-10,A18.4
01701,http://hl7.org/fhir/sid/icd-10,A18.4
01702,http://hl7.org/fhir/sid/icd-10,A18.4
01703,http://hl7.org/fhir/sid/icd-10,A18.4
01704,http://hl7.org/fhir/sid/icd-10,A18.4
01705,http://hl7.org/fhir/sid/icd-10,A18.4
01706,http://hl7.org/fhir/sid/icd-10,A18.4
01710,http://hl7.org/fhir/sid/icd-10,A18.4
01711,http://hl7.org/fhir/sid/icd-10,A18.4
01712,http://hl7.org/fhir/sid/icd-10,A18.4
01713,http://hl7.org/fhir/sid/icd-10,A18.4
01714,http://hl7.org/fhir/sid/icd-10,A18.4
01715,http://hl7.org/fhir/sid/icd-10,A18.4
01716,http://hl7.org/fhir/sid/icd-10,A18.4
01720,http://hl7.org/fhir/sid/icd-10,A18.2
01721,http://hl7.org/fhir/sid/icd-10,A18.2
01722,http://hl7.org/fhir/sid/icd-10,A18.2
01723,http://hl7.org/fhir/sid/icd-10,A18.2
01724,http://hl7.org/fhir/sid/icd-10,A18.2
01725,http://hl7.org/fhir/sid/icd-10,A18.2
01726,http://hl7.org/fhir/sid/icd-10,A18.2
01730,http://hl7.org/fhir/sid/icd-10,A18.50
01730,http://hl7.org/fhir/sid/icd-10,A18.51
01730,http://hl7.org/fhir/sid/icd-10,A18.52
01730,http://hl7.org/fhir/sid/icd-10,A18.53
01730,http://hl7.org/fhir/sid/icd-10,A18.54
01730,http://hl7.org/fhir/sid/icd-10,A18.59
01731,http://hl7.org/fhir/sid/icd-10,A18.50
01731,http://hl7.org/fhir/sid/icd-10,A18.51
01731,http://hl7.org/fhir/sid/icd-10,A18.52
01731,http://hl7.org/fhir/sid/icd-10,A18.54
01731,http://hl7.org/fhir/sid/icd-10,A18.59
01732,http://hl7.org/fhir/sid/icd-10,A18.50
01732,http://hl7.org/fhir/sid/icd-10,A18.51
01732,http://hl7.org/fhir/sid/icd-10,A18.52
01732,http://hl7.org/fhir/sid/icd-10,A18.54
01732,http://hl7.org/fhir/sid/icd-10,A18.59
01733,http://hl7.org/fhir/sid/icd-10,A18.50
01733,http://hl7.org/fhir/sid/icd-10,A18.51
01733,http://hl7.org/fhir/sid/icd-10,A18.52
01733,http://hl7.org/fhir/sid/icd-10,A18.54
01733,http://hl7.org/fhir/sid/icd-10,A18.59
01734,http://hl7.org/fhir/sid/icd-10,A18.50
01734,http://hl7.org/fhir/sid/icd-10,A18.51
01734,http://hl7.org/fhir/sid/icd-10,A18.52
01734,http://hl7.org/fhir/sid/icd-10,A18.54
01734,http://hl7.org/fhir/sid/icd-10,A18.59
01735,http://hl7.org/fhir/sid/icd-10,A18.50
01735,http://hl7.org/fhir/sid/icd-10,A18.51
01735,http://hl7.org/fhir/sid/icd-10,A18.52
01735,http://hl7.org/fhir/sid/icd-10,A18.54
01735,http://hl7.org/fhir/sid/icd-10,A18.59
